,index,img,title,price,rating,link,id
0,0,https://rukminim1.flixcart.com/image/800/960/xif0q/sari/x/s/j/free-d-n-101-ahiranifashion-unstitched-original-imafzf4uzupdzbah-bb.jpeg?q=50,"jogani brother 
Embroidered Daily Wear Art Silk Saree  (Yellow)",616,"3.917,916 ratings and 1,463 reviews",https://www.flipkart.com/jogani-brother-embroidered-daily-wear-art-silk-saree/p/itmf2a2a3cb2bcf6?pid=SARFZF5AZ9HCM4M5&lid=LSTSARFZF5AZ9HCM4M5FU0NYE&marketplace=FLIPKART&store=clo&srno=b_1_1&otracker=nmenu_sub_Women_0_Clothing&iid=en_SYZPti8i%2Bu9o08luWLyg5kp1Z0pwiLhW14OAsC72mF6H7bk%2FbhJU1mUwRo7yRRl43DFrzxEsWUDrZE2EGB3ZZA%3D%3D&ssid=rsq75smbf40000001659226064019,783ddf0f-4213-49bb-90d1-6ef5b0b8309a
1,1,https://rukminim1.flixcart.com/image/800/960/xif0q/ethnic-set/j/z/g/xxl-131-navy-kurta-pant-dupatta-set-ziva-fashion-original-imag892p5dzezmfq-bb.jpeg?q=50,"Ziva Fashion 
Women Kurta and Pant Set Viscose Rayon",999,"4.215,954 ratings and 1,636 reviews",https://www.flipkart.com/ziva-fashion-women-kurta-pant-set/p/itm7debc3ae6a13d?pid=ETHG892PVFEXWZBH&lid=LSTETHG892PVFEXWZBHP1IEEE&marketplace=FLIPKART&store=clo&srno=b_1_2&otracker=nmenu_sub_Women_0_Clothing&iid=en_SYZPti8i%2Bu9o08luWLyg5kp1Z0pwiLhW14OAsC72mF51ufq8s5qLGo7Go77ye8iqBQxW1t6WWhQhVGA9tTQPFA%3D%3D&ssid=rsq75smbf40000001659226064019,b5af8847-3549-4820-b9f3-b2fa25964f50
2,2,https://rukminim1.flixcart.com/image/800/960/xif0q/sari/f/s/k/free-new-more-kanjivaram-fashion-anusuya-saree-original-imafgvemre4fcxy6-bb.jpeg?q=50,"Cartyshop 
Self Design Banarasi Silk Blend, Cotton Blend Saree  (Pink)",436,"486,068 ratings and 9,535 reviews",https://www.flipkart.com/cartyshop-self-design-banarasi-silk-blend-cotton-blend-saree/p/itm761c49173efd2?pid=SARFGWHXGHGZFAQB&lid=LSTSARFGWHXGHGZFAQBZC59LJ&marketplace=FLIPKART&store=clo&srno=b_1_3&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.SARFGWHXGHGZFAQB.SEARCH&ssid=rsq75smbf40000001659226064019,931fa76f-9aab-4744-8029-e688a1c741aa
3,3,https://rukminim1.flixcart.com/image/800/960/xif0q/kurta/x/1/r/xxl-gw104-3-glowworld-original-imafwzhfaubzfzuf-bb.jpeg?q=50,"Glowworld 
Women Printed Pure Cotton Straight Kurta  (Pink)",314,"474,699 ratings and 9,123 reviews",https://www.flipkart.com/glowworld-women-printed-straight-kurta/p/itmdacc51b24002b?pid=KTAFWZHFCWQQJTRU&lid=LSTKTAFWZHFCWQQJTRUJ6UUS1&marketplace=FLIPKART&store=clo&srno=b_1_4&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.KTAFWZHFCWQQJTRU.SEARCH&ssid=rsq75smbf40000001659226064019,fbecbc99-169e-4469-a91e-f0e0d441c98e
4,4,https://rukminim1.flixcart.com/image/800/960/ky3b0y80/bra/v/s/0/lightly-padded-36-3-yes-regular-regular-preety-esoroucha-original-imagaezjmxr5qnhh.jpeg?q=50,"ESOROUCHA 
Pack of 3 Women T-Shirt Lightly Padded Bra  (Multicolor)",341,"4.210,634 ratings and 1,151 reviews",https://www.flipkart.com/esoroucha-fashion-women-t-shirt-lightly-padded-bra/p/itmf569358dff59c?pid=BRAGAEZJNSRYBRMB&lid=LSTBRAGAEZJNSRYBRMBDZ7SO7&marketplace=FLIPKART&store=clo&srno=b_1_5&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.BRAGAEZJNSRYBRMB.SEARCH&ssid=rsq75smbf40000001659226064019,25e1635b-6adb-47f7-b969-b0fc1d6278a8
5,5,https://rukminim1.flixcart.com/image/800/960/xif0q/dress/r/i/z/s-aa-0119-boho-long-dress-aayu-original-imag3ghzyktnj3bz-bb.jpeg?q=50,"AAYU 
Women Fit and Flare Multicolor Dress",413,"41,07,703 ratings and 15,488 reviews",https://www.flipkart.com/aayu-women-fit-flare-multicolor-dress/p/itmfbz6zajmnsthr?pid=DREFBYMFG4AGWRHE&lid=LSTDREFBYMFG4AGWRHEHXJBKS&marketplace=FLIPKART&store=clo&srno=b_1_6&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.DREFBYMFG4AGWRHE.SEARCH&ssid=rsq75smbf40000001659226064019,dfa4d71c-2f56-47e6-8a98-3c25f475d35a
6,6,https://rukminim1.flixcart.com/image/800/960/xif0q/sari/y/p/v/free-wedding-saree-ecolors-fab-unstitched-original-imag5c8efuhrjz9t-bb.jpeg?q=50,"Cartyshop 
Embellished Fashion Georgette, Pure Silk Saree  (Blue, Light Blue)",394,"44,217 ratings and 321 reviews",https://www.flipkart.com/cartyshop-embellished-fashion-georgette-pure-silk-saree/p/itmbd04f661f04e3?pid=SARG5SYYPKRCZFCV&lid=LSTSARG5SYYPKRCZFCVR2MPUI&marketplace=FLIPKART&store=clo&srno=b_1_7&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.SARG5SYYPKRCZFCV.SEARCH&ssid=rsq75smbf40000001659226064019,5ebe719c-6f74-4b79-99ca-f3f03dd33cfe
7,7,https://rukminim1.flixcart.com/image/800/960/xif0q/ethnic-set/h/r/p/s-maroonhardup-nikora-original-imag9fe2ggzchgzy-bb.jpeg?q=50,"NIKORA 
Women Kurta and Dupatta Set Viscose Rayon",499,"4.26,487 ratings and 568 reviews",https://www.flipkart.com/nikora-women-kurta-dupatta-set/p/itm065844cc2042e?pid=ETHG9FE2MMFGZU4J&lid=LSTETHG9FE2MMFGZU4JBS0KB3&marketplace=FLIPKART&store=clo&srno=b_1_8&otracker=nmenu_sub_Women_0_Clothing&iid=en_SYZPti8i%2Bu9o08luWLyg5kp1Z0pwiLhW14OAsC72mF5%2BKLvGNTfPS%2BeAykPACr3O11ARSmU88MGBtCFWdaSbEQ%3D%3D&ssid=rsq75smbf40000001659226064019,794261ac-d1f2-4bc7-a0e9-f47f550b639e
8,8,https://rukminim1.flixcart.com/image/800/960/xif0q/shopsy-t-shirt/s/3/0/s-nmp-try-this-original-imag5xe3sdhgg8sg-bb.jpeg?q=50,"GIRLS SHOPPIE 
Color Block Women Round Neck Maroon, Black T-Shirt",249,"410,001 ratings and 833 reviews",https://www.flipkart.com/girls-shoppie-color-block-women-round-neck-maroon-black-t-shirt/p/itm3a1e10e363cc0?pid=TSHG9RAT8RJP4JSJ&lid=LSTTSHG9RAT8RJP4JSJXUPQUY&marketplace=FLIPKART&store=clo&srno=b_1_9&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.TSHG9RAT8RJP4JSJ.SEARCH&ssid=rsq75smbf40000001659226064019,e2202c21-1df6-4324-8c51-f68af817bf0d
9,9,https://rukminim1.flixcart.com/image/800/960/kcdp5zk0/panty/8/m/q/80-coziher-pty-201-4pc-lux-cozi-original-imaftg4z9fg7vhgr.jpeg?q=50,"LUX cozi 
Pack of 4 Women Hipster Multicolor Panty",349,"4.27,991 ratings and 799 reviews",https://www.flipkart.com/lux-cozi-women-hipster-multicolor-panty/p/itma7137d7b1a816?pid=PANFTHZHND4JQZNS&lid=LSTPANFTHZHND4JQZNSODN6JL&marketplace=FLIPKART&store=clo&srno=b_1_10&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.PANFTHZHND4JQZNS.SEARCH&ssid=rsq75smbf40000001659226064019,f8cad867-b1d3-4ed2-a9c0-700b096a7e8e
10,10,https://rukminim1.flixcart.com/image/800/960/xif0q/kurta/x/9/r/s-46vs1058kr-vasant-apparel-original-imafyzd5fdxzgpju-bb.jpeg?q=50,"VASANT APPAREL 
Women Embroidered Viscose Rayon Anarkali Kurta  (Yellow)",399,"4.220,225 ratings and 2,143 reviews",https://www.flipkart.com/vasant-apparel-women-embroidered-anarkali-kurta/p/itm0747fa31501de?pid=KTAFYZDBYXWSAPY5&lid=LSTKTAFYZDBYXWSAPY5KOGRIW&marketplace=FLIPKART&store=clo&srno=b_1_11&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.KTAFYZDBYXWSAPY5.SEARCH&ssid=rsq75smbf40000001659226064019,c2b7c35f-41f3-4339-a866-88fa628ae9e7
11,11,https://rukminim1.flixcart.com/image/800/960/xif0q/ethnic-set/t/g/g/l-slk-111-black-subh-laxmi-original-imafzsfk2fpgfcwh-bb-bb.jpeg?q=50,"SUBH LAXMI 
Women Kurta and Palazzo Set Pure Cotton",494,"4.334,144 ratings and 3,712 reviews",https://www.flipkart.com/subh-laxmi-women-kurta-palazzo-set/p/itm773a4089f9ae7?pid=ETHFVFZZSSBBWQGG&lid=LSTETHFVFZZSSBBWQGG6SMKXE&marketplace=FLIPKART&store=clo&srno=b_1_12&otracker=nmenu_sub_Women_0_Clothing&iid=en_SYZPti8i%2Bu9o08luWLyg5kp1Z0pwiLhW14OAsC72mF6gZkbLg1ntQNGAdtYHuM5AK7zoUeVrdc2NdUqE8S1dkw%3D%3D&ssid=rsq75smbf40000001659226064019,a126a216-828e-4fd2-9894-d2b675bfd880
12,12,https://rukminim1.flixcart.com/image/800/960/xif0q/sari/t/q/e/free-grey-1682-1-kashvi-sarees-unstitched-original-imag9ha5ff4fpz9u-bb.jpeg?q=50,"Anand Sarees 
Floral Print Daily Wear Georgette Saree  (Black)",274,"417,906 ratings and 1,457 reviews",https://www.flipkart.com/anand-sarees-floral-print-daily-wear-georgette-saree/p/itma693f51f62af5?pid=SARG9HA7KDXYSKFC&lid=LSTSARG9HA7KDXYSKFCRLGE9Y&marketplace=FLIPKART&store=clo&srno=b_1_13&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.SARG9HA7KDXYSKFC.SEARCH&ssid=rsq75smbf40000001659226064019,7a9beaa1-f399-42b2-83f5-585fc4651357
13,13,https://rukminim1.flixcart.com/image/800/960/kd0k7m80/bra/j/t/a/non-padded-34-yes-regular-regular-sport-3bra-yana-original-imaftzv6azvsfzwg.jpeg?q=50,"Yana 
Pack of 3 Women Sports Non Padded Bra  (Red, Blue, Black)",220,"3.927,500 ratings and 2,899 reviews",https://www.flipkart.com/yana-women-sports-non-padded-bra/p/itm16e98a4e79552?pid=BRAFTZV9RDXUGJDF&lid=LSTBRAFTZV9RDXUGJDFTZRJBA&marketplace=FLIPKART&store=clo&srno=b_1_14&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.BRAFTZV9RDXUGJDF.SEARCH&ssid=rsq75smbf40000001659226064019,4f9285bd-008b-4085-a79c-73054d7b04dc
14,15,https://rukminim1.flixcart.com/image/800/960/xif0q/sari/v/r/r/free-l-k-gajari-new-sarees-sari-sare-saree-saris-sadi-sarii-original-imagcgp2qnqkwhse-bb.jpeg?q=50,"KING VULTURE 
Woven, Embroidered, Paisley, Self Design, Floral Print, Dyed, Printed Banarasi Cotton Blend, Silk Blend Saree  (Pink, Multicolor)",732,"4.12,205 ratings and 197 reviews",https://www.flipkart.com/king-vulture-woven-embroidered-paisley-self-design-floral-print-dyed-printed-banarasi-cotton-blend-silk-blend-saree/p/itmf5f8d7c4d1faa?pid=SARGBKZ538RQGSF5&lid=LSTSARGBKZ538RQGSF50QMRLI&marketplace=FLIPKART&store=clo&srno=b_1_16&otracker=nmenu_sub_Women_0_Clothing&iid=en_SYZPti8i%2Bu9o08luWLyg5kp1Z0pwiLhW14OAsC72mF5UGEg2YYDLOvueE84CJn%2F5ONRHLPXVEJkP7oQea%2FwMtg%3D%3D&ssid=rsq75smbf40000001659226064019,6068260e-eb7b-49cd-b848-853401b9b0db
15,16,https://rukminim1.flixcart.com/image/800/960/kckud8w0/t-shirt/p/3/h/m-11697394-roadster-original-imaftz2vsyzy2hcz.jpeg?q=50,"Roadster 
Solid Women Round Neck Yellow T-Shirt",399,4.3795 ratings and 107 reviews,https://www.flipkart.com/roadster-solid-women-round-neck-yellow-t-shirt/p/itmd15f16e6e9b34?pid=TSHFTZ32PPBSXKAS&lid=LSTTSHFTZ32PPBSXKASG5Y7LC&marketplace=FLIPKART&store=clo&srno=b_1_17&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.TSHFTZ32PPBSXKAS.SEARCH&ssid=rsq75smbf40000001659226064019,4b44fa50-ad2a-4529-a2e3-65d0b3ff7e5a
16,17,https://rukminim1.flixcart.com/image/800/960/xif0q/sari/w/5/w/free-mor-skyblue-radadiyatrd-original-imafhgqfbfq7fmck-bb.jpeg?q=50,"RadadiyaTRD 
Self Design, Woven, Floral Print Banarasi Cotton Blend, Silk Blend Saree  (Multicolor)",444,"418,866 ratings and 1,782 reviews",https://www.flipkart.com/radadiyatrd-self-design-woven-floral-print-banarasi-cotton-blend-silk-blend-saree/p/itmaa1914ea9824f?pid=SARFKH2FHZTJKW5W&lid=LSTSARFKH2FHZTJKW5WOWP5KF&marketplace=FLIPKART&store=clo&srno=b_1_18&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.SARFKH2FHZTJKW5W.SEARCH&ssid=rsq75smbf40000001659226064019,8a3bdb94-76f5-4d48-a207-5be046079755
17,18,https://rukminim1.flixcart.com/image/800/960/khtghow0-0/bra/b/g/e/non-padded-38a-regular-no-regular-cl-anju-c6-01-04-06-08-14-35a-original-imafxqagm8fh8hgt.jpeg?q=50,"CHILEELIFE 
Pack of 6 Women Bralette Non Padded Bra  (Black, Maroon, White, Beige, Pink, Pink)",275,"3.98,051 ratings and 846 reviews",https://www.flipkart.com/chileelife-women-bralette-non-padded-bra/p/itm1185784190b81?pid=BRAFXQAGNSS38SWQ&lid=LSTBRAFXQAGNSS38SWQEYYASM&marketplace=FLIPKART&store=clo&srno=b_1_19&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.BRAFXQAGNSS38SWQ.SEARCH&ssid=rsq75smbf40000001659226064019,d27889eb-13cf-481b-ad03-3fe2279a6ce9
18,19,https://rukminim1.flixcart.com/image/800/960/xif0q/top/3/f/x/xxl-slk-24-subh-laxmi-original-imafzs22gtjhaagm-bb.jpeg?q=50,"SUBH LAXMI 
Casual Bell Sleeves Printed Women Orange Top",359,"4.11,926 ratings and 221 reviews",https://www.flipkart.com/subh-laxmi-casual-bell-sleeve-printed-women-orange-top/p/itmd612c5d9fc59c?pid=TOPFVGTTWWKGQJFH&lid=LSTTOPFVGTTWWKGQJFHFQ53XH&marketplace=FLIPKART&store=clo&srno=b_1_20&otracker=nmenu_sub_Women_0_Clothing&iid=en_SYZPti8i%2Bu9o08luWLyg5kp1Z0pwiLhW14OAsC72mF4Q2CXIru8tO3YACSfca5WGb%2BVXd0aniZz65codUnrJSg%3D%3D&ssid=rsq75smbf40000001659226064019,a07392a5-2758-4932-95fb-60867890b3f0
19,20,https://rukminim1.flixcart.com/image/800/960/kxaq7ww0/sari/o/k/q/free-grey-1692-6-kashvi-sarees-unstitched-original-imag9s7ggsjw2gcn.jpeg?q=50,"Anand Sarees 
Striped, Printed Daily Wear Georgette Saree  (Black, White)",274,"3.913,148 ratings and 1,311 reviews",https://www.flipkart.com/anand-sarees-striped-printed-daily-wear-georgette-saree/p/itmbb9c305b2ccd1?pid=SARG9S7GHF7YJCTC&lid=LSTSARG9S7GHF7YJCTCSKEC9N&marketplace=FLIPKART&store=clo&srno=b_1_21&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.SARG9S7GHF7YJCTC.SEARCH&ssid=rsq75smbf40000001659226064019,ba9a264a-45ba-46b7-a587-5bf90df4272c
20,21,https://rukminim1.flixcart.com/image/800/960/kxm5qq80/lehenga-choli/s/d/m/free-na-silk-lahenga-choli-prihal-art-original-imagafycnf3ugbvf.jpeg?q=50,"Blue Wish 
Printed Fashion Cotton Silk Saree  (Green)",499,"417,985 ratings and 1,695 reviews",https://www.flipkart.com/blue-wish-printed-fashion-cotton-silk-saree/p/itmf8c5d5b6e4f2c?pid=SARGF57GZ7K9XYF2&lid=LSTSARGF57GZ7K9XYF2MG9MWR&marketplace=FLIPKART&store=clo&srno=b_1_22&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.SARGF57GZ7K9XYF2.SEARCH&ssid=rsq75smbf40000001659226064019,4aee4c64-9510-43b4-b63e-1be2f9acb6ed
21,22,https://rukminim1.flixcart.com/image/800/960/xif0q/kurta/l/x/k/m-51vs1058kr-vasant-apparel-original-imaggjekg2nug2ex-bb.jpeg?q=50,"VASANT APPAREL 
Women Embroidered Viscose Rayon Anarkali Kurta  (Green)",399,"4.220,225 ratings and 2,143 reviews",https://www.flipkart.com/vasant-apparel-women-embroidered-anarkali-kurta/p/itmf6b97b29b9463?pid=KTAFYZDBEGKTNDFH&lid=LSTKTAFYZDBEGKTNDFH2PROQX&marketplace=FLIPKART&store=clo&srno=b_1_23&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.KTAFYZDBEGKTNDFH.SEARCH&ssid=rsq75smbf40000001659226064019,6e08a6ee-0068-4aff-88a3-4df4011a1d03
22,23,https://rukminim1.flixcart.com/image/800/960/k4irzbk0/sari/y/q/3/free-chakali-s-b-creation-original-imafnewgn2mndjyz.jpeg?q=50,"S.B Creation 
Self Design, Woven Banarasi Cotton Silk, Silk Blend Saree  (Grey)",496,"49,730 ratings and 1,189 reviews",https://www.flipkart.com/s-b-creation-self-design-woven-banarasi-cotton-silk-silk-blend-saree/p/itma4cfcd0479c28?pid=SARFNENAB4FGGYQ3&lid=LSTSARFNENAB4FGGYQ3YZHRN9&marketplace=FLIPKART&store=clo&srno=b_1_24&otracker=nmenu_sub_Women_0_Clothing&iid=en_SYZPti8i%2Bu9o08luWLyg5kp1Z0pwiLhW14OAsC72mF6p%2BxJbP1dunVtUOgIBNz%2F3Ur4lX9H2Q8x2E45lZKGLYw%3D%3D&ssid=rsq75smbf40000001659226064019,b806c9a2-b9b8-4bfb-8e79-dbaa240ab790
23,24,https://rukminim1.flixcart.com/image/800/960/khtghow0-0/bra/b/g/e/non-padded-38a-regular-no-regular-cl-anju-c6-01-04-06-08-14-35a-original-imafxqagm8fh8hgt.jpeg?q=50,"CHILEELIFE 
Pack of 6 Women Bralette Non Padded Bra  (Black, Maroon, White, Beige, Pink, Pink)",275,"3.98,051 ratings and 846 reviews",https://www.flipkart.com/chileelife-women-bralette-non-padded-bra/p/itm30d114448ea41?pid=BRAFXQAGMUM73FQ8&lid=LSTBRAFXQAGMUM73FQ8YFWLD1&marketplace=FLIPKART&store=clo&srno=b_1_25&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.BRAFXQAGMUM73FQ8.SEARCH&ssid=rsq75smbf40000001659226064019,3432e23d-4982-44ee-ae6e-72380e45c0fe
24,25,https://rukminim1.flixcart.com/image/800/960/xif0q/trouser/4/p/e/28-cl-wm-l0729-addyvero-original-imafw2jwjvhyds6f-bb.jpeg?q=50,"ADDYVERO 
Regular Fit Women Black Cotton Blend Trousers",399,"4.257,459 ratings and 7,067 reviews",https://www.flipkart.com/addyvero-regular-fit-women-black-trousers/p/itmdfe8b3d718721?pid=TROFPJ8BTSFFGGYH&lid=LSTTROFPJ8BTSFFGGYH0M8BA7&marketplace=FLIPKART&store=clo&srno=b_1_26&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.TROFPJ8BTSFFGGYH.SEARCH&ssid=rsq75smbf40000001659226064019,b0ba4fe8-3928-4bcb-9ecc-b7d718c21321
25,26,https://rukminim1.flixcart.com/image/800/960/kbgu1e80/sari/2/r/h/free-box04bn-rhey-unstitched-original-imafssh49zejvhpx.jpeg?q=50,"RHEY 
Printed Bollywood Chiffon Saree  (Black)",375,"422,462 ratings and 1,918 reviews",https://www.flipkart.com/rhey-printed-bollywood-chiffon-saree/p/itma4a786a8f5960?pid=SARFSS4HDBSNR2RH&lid=LSTSARFSS4HDBSNR2RHQF8ZKZ&marketplace=FLIPKART&store=clo&srno=b_1_27&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.SARFSS4HDBSNR2RH.SEARCH&ssid=rsq75smbf40000001659226064019,8baca8ed-8ead-4852-a888-82d7206b8bfe
26,27,https://rukminim1.flixcart.com/image/800/960/ktop5e80/shopsy-dupatta/a/g/r/2-meters-10-cotton-blend-raj-lace-pack-of-10-nakoda-creation-original-imag6zg8gxkyrubk.jpeg?q=50,"Nakoda Creation 
Cotton Blend Printed Multicolor Women Dupatta",521,3.9771 ratings and 88 reviews,https://www.flipkart.com/nakoda-creation-cotton-blend-printed-women-dupatta/p/itmbabd190ce0d03?pid=DUPG78DBYDQZTGEH&lid=LSTDUPG78DBYDQZTGEHDG0EOG&marketplace=FLIPKART&store=clo&srno=b_1_28&otracker=nmenu_sub_Women_0_Clothing&iid=en_SYZPti8i%2Bu9o08luWLyg5kp1Z0pwiLhW14OAsC72mF7k%2F8SRD54b6edLlqxBdc5Kgps62ZL2nspIbQBI0GM6eQ%3D%3D&ssid=rsq75smbf40000001659226064019,bfb91ca8-a2b7-456e-b152-53d22fd47a0f
27,28,https://rukminim1.flixcart.com/image/800/960/xif0q/sari/j/a/9/free-au-mb-baps-unstitched-original-imag7a4ggq3wmfak-bb.jpeg?q=50,"BAPS 
Striped, Woven, Solid, Embellished Bollywood Art Silk, Cotton Blend Saree  (Multicolor)",359,"466,081 ratings and 8,904 reviews",https://www.flipkart.com/baps-striped-woven-solid-embellished-bollywood-art-silk-cotton-blend-saree/p/itm37a01799214ba?pid=SAREUQ8WMZPDXFCA&lid=LSTSAREUQ8WMZPDXFCAJLCGVD&marketplace=FLIPKART&store=clo&srno=b_1_29&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.SAREUQ8WMZPDXFCA.SEARCH&ssid=rsq75smbf40000001659226064019,3ed6a6a5-7853-461b-86b4-3d53cf2382b1
28,29,https://rukminim1.flixcart.com/image/800/960/xif0q/sari/v/a/4/free-n260aw-wine-villagius-unstitched-original-imaftc8tykjgr5uk-bb.jpeg?q=50,"VILLAGIUS 
Striped Dharmavaram Cotton Silk Saree  (Magenta, Beige)",259,"430,256 ratings and 2,939 reviews",https://www.flipkart.com/villagius-striped-dharmavaram-cotton-silk-saree/p/itmf6753951d1633?pid=SARFTC9V9ZPMXUZG&lid=LSTSARFTC9V9ZPMXUZGWZQUWV&marketplace=FLIPKART&store=clo&srno=b_1_30&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.SARFTC9V9ZPMXUZG.SEARCH&ssid=rsq75smbf40000001659226064019,15a384c2-18af-4e3c-8a39-1ae93b103570
29,30,https://rukminim1.flixcart.com/image/800/960/xif0q/sari/l/d/n/free-1068-k-shaibo-saree-unstitched-original-imagfz7jpaquwduy-bb.jpeg?q=50,"Shaibo saree 
Checkered Daily Wear Cotton Silk Saree  (Multicolor)",398,"4.121,146 ratings and 2,195 reviews",https://www.flipkart.com/shaibo-saree-checkered-daily-wear-cotton-silk/p/itm75d23e84b027f?pid=SARFPFQ2XDHXDDUZ&lid=LSTSARFPFQ2XDHXDDUZTBAQFN&marketplace=FLIPKART&store=clo&srno=b_1_31&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.SARFPFQ2XDHXDDUZ.SEARCH&ssid=rsq75smbf40000001659226064019,722e48f1-dfbe-4e6d-aa95-67de85a0298b
30,31,https://rukminim1.flixcart.com/image/800/960/k05ljm80/night-dress-nighty/s/w/r/free-mfn581-mallinath-original-imafddnvp25xzfbh.jpeg?q=50,"CINCO 
Women Nighty  (Multicolor)",449,"42,654 ratings and 293 reviews",https://www.flipkart.com/cinco-women-nighty/p/itmfddsh3gwm7kdh?pid=NDNFDDJF9XCEN4K7&lid=LSTNDNFDDJF9XCEN4K7MIGRHY&marketplace=FLIPKART&store=clo&srno=b_1_32&otracker=nmenu_sub_Women_0_Clothing&iid=en_SYZPti8i%2Bu9o08luWLyg5kp1Z0pwiLhW14OAsC72mF42zqhuANwc9zbZkjAVkG7BdydrBFX%2Bpr%2BChcKxAFMfgQ%3D%3D&ssid=rsq75smbf40000001659226064019,d8fb4354-2d05-44f5-8a8d-94a093a72dd6
31,32,https://rukminim1.flixcart.com/image/800/960/kcp4osw0/bra/v/m/9/lightly-padded-30-yes-regular-regular-me-br-157-158-159-miestilo-original-imaftrjnb9zg6zzg.jpeg?q=50,"MIESTILO 
Pack of 3 Women Bralette Lightly Padded Bra  (Grey, Beige, Pink)",398,"4.158,760 ratings and 7,512 reviews",https://www.flipkart.com/miestilo-seamless-molded-women-bralette-lightly-padded-bra/p/itm79f97bf0f150b?pid=BRAFTRNH62BBMAYZ&lid=LSTBRAFTRNH62BBMAYZRKDGSY&marketplace=FLIPKART&store=clo&srno=b_1_33&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.BRAFTRNH62BBMAYZ.SEARCH&ssid=rsq75smbf40000001659226064019,8b915666-cdee-4db4-bdf8-3a58c566d78a
32,33,https://rukminim1.flixcart.com/image/800/960/xif0q/sari/z/9/f/free-in-1005-gr-nimidiya-unstitched-original-imag3twntdunzfxr-bb.jpeg?q=50,"Nimidiya 
Embroidered Fashion Pure Silk Saree  (Green)",699,"4.321,304 ratings and 2,627 reviews",https://www.flipkart.com/nimidiya-embroidered-fashion-pure-silk-saree/p/itma8124ce7891b8?pid=SARG3TWNGNZCW3HE&lid=LSTSARG3TWNGNZCW3HE6DFEVQ&marketplace=FLIPKART&store=clo&srno=b_1_34&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.SARG3TWNGNZCW3HE.SEARCH&ssid=rsq75smbf40000001659226064019,c8870bb4-38be-4daf-99df-08dea5dc1567
33,34,https://rukminim1.flixcart.com/image/800/960/xif0q/kurti/e/t/p/3xl-ku233-mahageeta-original-imafhhyy5k5zhhwe-bb.jpeg?q=50,"Mahageeta 
Women Printed Pure Cotton Flared Kurta  (Pink)",399,"41,14,111 ratings and 16,147 reviews",https://www.flipkart.com/mahageeta-women-printed-flared-kurta/p/itma218f3682ae75?pid=KRTFHHRSVDU3HEW8&lid=LSTKRTFHHRSVDU3HEW8FY7JVX&marketplace=FLIPKART&store=clo&srno=b_1_35&otracker=nmenu_sub_Women_0_Clothing&iid=4ef30189-a3b0-4e9c-a006-6426ec07b611.KRTFHHRSVDU3HEW8.SEARCH&ssid=rsq75smbf40000001659226064019,097c8947-f830-429f-adbb-5c4863fc89ec
